log_id,normalised,match_type,top1_template,top1_score,top2_template,top2_score,top3_template,top3_score,latency_ms,store_size
128,"Times: total = 39, boot = 13, init = 25, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9768,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.3852,Reading broadcast variable <*> took <*> ms,0.2518,14.67,33
129,Found block rdd_42_20 locally,partial,Found block rdd_<*> locally,0.9707,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6447,"Partition rdd_<*> not found, computing it",0.5913,14.1,33
130,Got assigned task 1261,partial,Got assigned task <*>,0.9519,Got assigned task 590,0.7823,Got assigned task 273,0.7685,14.33,33
131,Running task 21.0 in stage 27.0 (TID 1261),partial,Running task <*> in stage <*> (TID <*>,0.9248,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6667,Got assigned task 273,0.496,14.61,33
132,Finished task 19.0 in stage 27.0 (TID 1259). 2517 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9592,Running task <*> in stage <*> (TID <*>,0.6104,Got assigned task 273,0.4784,14.65,33
133,Finished task 17.0 in stage 27.0 (TID 1257). 2128 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9607,Running task <*> in stage <*> (TID <*>,0.6122,Got assigned task 273,0.4879,14.64,33
134,"Times: total = 42, boot = 16, init = 25, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9816,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.3897,Got assigned task 273,0.259,14.66,33
135,Finished task 18.0 in stage 27.0 (TID 1258). 2349 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9645,Running task <*> in stage <*> (TID <*>,0.6479,Got assigned task 273,0.4847,15.07,33
136,Got assigned task 1262,partial,Got assigned task <*>,0.9406,Got assigned task 273,0.7813,Got assigned task 590,0.7564,14.19,33
137,Running task 22.0 in stage 27.0 (TID 1262),partial,Running task <*> in stage <*> (TID <*>,0.9119,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6604,Got assigned task 273,0.475,14.74,33
138,Got assigned task 1263,partial,Got assigned task <*>,0.9529,Got assigned task 273,0.78,Got assigned task 590,0.7649,14.35,33
139,Found block rdd_42_21 locally,partial,Found block rdd_<*> locally,0.9757,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6392,"Partition rdd_<*> not found, computing it",0.5977,14.49,33
140,Running task 23.0 in stage 27.0 (TID 1263),partial,Running task <*> in stage <*> (TID <*>,0.9198,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6691,Got assigned task <*>,0.5043,14.59,33
141,Got assigned task 1264,partial,Got assigned task <*>,0.9509,Got assigned task 273,0.775,Got assigned task 590,0.7668,14.25,33
142,Running task 24.0 in stage 27.0 (TID 1264),partial,Running task <*> in stage <*> (TID <*>,0.9262,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6562,Got assigned task <*>,0.4882,14.6,33
143,Found block rdd_42_22 locally,partial,Found block rdd_<*> locally,0.968,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6309,"Partition rdd_<*> not found, computing it",0.5814,14.47,33
144,Found block rdd_42_24 locally,partial,Found block rdd_<*> locally,0.977,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6254,"Partition rdd_<*> not found, computing it",0.5948,14.5,33
145,Found block rdd_42_23 locally,partial,Found block rdd_<*> locally,0.9757,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6248,"Partition rdd_<*> not found, computing it",0.5869,14.32,33
146,"Times: total = 40, boot = 17, init = 22, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9816,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.3775,Reading broadcast variable <*> took <*> ms,0.2575,14.83,33
147,Finished task 20.0 in stage 27.0 (TID 1260). 2355 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9695,Running task <*> in stage <*> (TID <*>,0.6505,Got assigned task 273,0.4603,15.13,33
148,"Times: total = 41, boot = 19, init = 21, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9728,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.391,Reading broadcast variable <*> took <*> ms,0.2607,14.78,33
149,Got assigned task 1265,partial,Got assigned task <*>,0.9566,Got assigned task 590,0.7731,Got assigned task 273,0.7534,14.62,33
150,Running task 25.0 in stage 27.0 (TID 1265),partial,Running task <*> in stage <*> (TID <*>,0.9056,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6487,Got assigned task <*>,0.5084,15.35,33
151,Finished task 21.0 in stage 27.0 (TID 1261). 2486 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9696,Running task <*> in stage <*> (TID <*>,0.6274,Got assigned task 273,0.4769,15.18,33
152,"Times: total = 41, boot = 14, init = 25, finish = 2",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9775,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.3811,Reading broadcast variable <*> took <*> ms,0.2489,15.25,33
153,"Times: total = 41, boot = 11, init = 29, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.973,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.3974,Reading broadcast variable <*> took <*> ms,0.263,14.88,33
154,Got assigned task 1266,partial,Got assigned task <*>,0.9516,Got assigned task 273,0.7855,Got assigned task 590,0.7802,14.2,33
155,Running task 26.0 in stage 27.0 (TID 1266),partial,Running task <*> in stage <*> (TID <*>,0.8968,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6527,Got assigned task <*>,0.4947,14.36,33
156,"Times: total = 41, boot = 19, init = 21, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9733,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.391,Reading broadcast variable <*> took <*> ms,0.2607,14.79,33
157,Found block rdd_42_25 locally,partial,Found block rdd_<*> locally,0.9746,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6319,"Partition rdd_<*> not found, computing it",0.5834,14.41,33
158,Finished task 22.0 in stage 27.0 (TID 1262). 2171 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9427,Running task <*> in stage <*> (TID <*>,0.5642,Got assigned task 273,0.4914,15.01,33
159,Finished task 24.0 in stage 27.0 (TID 1264). 2592 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9699,Running task <*> in stage <*> (TID <*>,0.6117,Got assigned task 273,0.4979,15.02,33
160,Finished task 23.0 in stage 27.0 (TID 1263). 2385 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9662,Running task <*> in stage <*> (TID <*>,0.6063,Got assigned task 273,0.4927,15.32,33
161,Found block rdd_42_26 locally,partial,Found block rdd_<*> locally,0.9797,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6249,"Partition rdd_<*> not found, computing it",0.5818,14.59,33
162,Got assigned task 1267,partial,Got assigned task <*>,0.9557,Got assigned task 273,0.7837,Got assigned task 590,0.7732,14.34,33
163,Running task 27.0 in stage 27.0 (TID 1267),partial,Running task <*> in stage <*> (TID <*>,0.905,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6545,Got assigned task 273,0.4833,14.66,33
164,Got assigned task 1268,partial,Got assigned task <*>,0.967,Got assigned task 273,0.7998,Got assigned task 590,0.7893,13.99,33
165,Running task 28.0 in stage 27.0 (TID 1268),partial,Running task <*> in stage <*> (TID <*>,0.8959,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6609,Got assigned task 273,0.499,14.38,33
166,Got assigned task 1269,partial,Got assigned task <*>,0.9668,Got assigned task 590,0.7863,Got assigned task 273,0.7648,14.31,33
167,Running task 29.0 in stage 27.0 (TID 1269),partial,Running task <*> in stage <*> (TID <*>,0.8841,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6455,Got assigned task <*>,0.4759,14.57,33
168,Found block rdd_42_27 locally,partial,Found block rdd_<*> locally,0.9765,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6264,"Partition rdd_<*> not found, computing it",0.5955,14.84,33
169,Found block rdd_42_28 locally,partial,Found block rdd_<*> locally,0.9697,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6254,"Partition rdd_<*> not found, computing it",0.5851,14.38,33
170,Found block rdd_42_29 locally,partial,Found block rdd_<*> locally,0.9681,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6251,"Partition rdd_<*> not found, computing it",0.5839,14.63,33
171,"Times: total = 42, boot = 14, init = 27, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9763,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.3965,Got assigned task 273,0.2757,14.83,33
172,"Times: total = 41, boot = 35, init = 5, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9746,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.3618,Got assigned task 273,0.2389,14.77,33
173,"Times: total = 41, boot = 34, init = 6, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9787,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.3691,Got assigned task 273,0.247,14.67,33
174,"Times: total = 42, boot = 34, init = 7, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.97,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.3812,Got assigned task 273,0.2678,15.01,33
175,Finished task 27.0 in stage 27.0 (TID 1267). 2182 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9637,Running task <*> in stage <*> (TID <*>,0.5934,Got assigned task 273,0.4877,15.17,33
176,Finished task 28.0 in stage 27.0 (TID 1268). 2349 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9658,Running task <*> in stage <*> (TID <*>,0.5998,Got assigned task 273,0.4793,15.13,33
177,Finished task 26.0 in stage 27.0 (TID 1266). 2267 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9654,Running task <*> in stage <*> (TID <*>,0.588,Got assigned task 273,0.4866,14.89,33
178,Finished task 25.0 in stage 27.0 (TID 1265). 2355 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9683,Running task <*> in stage <*> (TID <*>,0.6056,Got assigned task 273,0.4747,14.55,33
179,Got assigned task 1270,fuzzy,Got assigned task <*>,0.7985,Got assigned task 590,0.7032,Got assigned task 273,0.683,14.23,33
180,Running task 30.0 in stage 27.0 (TID 1270),partial,Running task <*> in stage <*> (TID <*>,0.8478,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.5899,Got assigned task 273,0.4062,14.75,33
181,Got assigned task 1271,partial,Got assigned task <*>,0.8269,Got assigned task 590,0.704,Got assigned task 273,0.7012,14.42,33
182,Running task 31.0 in stage 27.0 (TID 1271),partial,Running task <*> in stage <*> (TID <*>,0.8673,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6102,Got assigned task 273,0.4642,14.79,33
183,Got assigned task 1272,partial,Got assigned task <*>,0.8317,Got assigned task 273,0.7222,Got assigned task 590,0.6921,14.51,33
184,Running task 32.0 in stage 27.0 (TID 1272),partial,Running task <*> in stage <*> (TID <*>,0.8612,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6066,Got assigned task 273,0.4568,14.73,33
185,Got assigned task 1273,partial,Got assigned task <*>,0.8419,Got assigned task 273,0.7226,Got assigned task 590,0.6903,14.39,33
186,Running task 33.0 in stage 27.0 (TID 1273),partial,Running task <*> in stage <*> (TID <*>,0.8672,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.615,Got assigned task 273,0.4726,15.01,33
187,Found block rdd_42_31 locally,partial,Found block rdd_<*> locally,0.9732,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6301,"Partition rdd_<*> not found, computing it",0.5898,14.52,33
188,Found block rdd_42_32 locally,partial,Found block rdd_<*> locally,0.9696,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6473,"Partition rdd_<*> not found, computing it",0.5987,14.54,33
189,Found block rdd_42_33 locally,partial,Found block rdd_<*> locally,0.9728,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6205,"Partition rdd_<*> not found, computing it",0.5893,14.62,33
190,Found block rdd_42_30 locally,partial,Found block rdd_<*> locally,0.9777,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6343,"Partition rdd_<*> not found, computing it",0.5813,15.14,33
191,"Times: total = 108, boot = 28, init = 79, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9752,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.3812,Reading broadcast variable <*> took <*> ms,0.2634,15.22,33
192,Finished task 29.0 in stage 27.0 (TID 1269). 2349 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9639,Running task <*> in stage <*> (TID <*>,0.6038,Got assigned task 273,0.4719,14.94,33
193,Got assigned task 1274,partial,Got assigned task <*>,0.8606,Got assigned task 273,0.726,Got assigned task 590,0.7053,14.63,33
194,Running task 34.0 in stage 27.0 (TID 1274),partial,Running task <*> in stage <*> (TID <*>,0.8793,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6214,Got assigned task 273,0.4664,14.96,33
195,Found block rdd_42_34 locally,partial,Found block rdd_<*> locally,0.9744,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.631,"Partition rdd_<*> not found, computing it",0.5851,14.81,33
196,"Times: total = 40, boot = -27, init = 66, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9878,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.3998,Got assigned task 273,0.2789,15.08,33
197,Finished task 31.0 in stage 27.0 (TID 1271). 2128 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.939,Running task <*> in stage <*> (TID <*>,0.6612,Got assigned task 273,0.4808,15.2,33
198,"Times: total = 42, boot = -28, init = 69, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9786,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.407,Got assigned task 273,0.2953,14.84,33
199,"Times: total = 41, boot = -24, init = 64, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9692,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.4222,Got assigned task 273,0.2899,14.66,33
200,"Times: total = 41, boot = -15, init = 55, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.981,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.3876,Got assigned task 273,0.2552,14.77,33
201,Finished task 32.0 in stage 27.0 (TID 1272). 2801 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9228,Running task <*> in stage <*> (TID <*>,0.6747,Got assigned task 273,0.472,15.02,33
202,Finished task 33.0 in stage 27.0 (TID 1273). 2592 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9572,Running task <*> in stage <*> (TID <*>,0.6498,Got assigned task 273,0.5003,15.41,33
203,Got assigned task 1275,partial,Got assigned task <*>,0.8855,Got assigned task 590,0.7156,Got assigned task 273,0.7153,15.69,33
204,Running task 35.0 in stage 27.0 (TID 1275),partial,Running task <*> in stage <*> (TID <*>,0.8618,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6097,Got assigned task <*>,0.4535,16.14,33
205,Finished task 30.0 in stage 27.0 (TID 1270). 2859 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9384,Running task <*> in stage <*> (TID <*>,0.6606,Got assigned task 273,0.4537,15.45,33
206,Got assigned task 1276,partial,Got assigned task <*>,0.876,Got assigned task 273,0.7478,Got assigned task 590,0.7196,14.4,33
207,Running task 36.0 in stage 27.0 (TID 1276),partial,Running task <*> in stage <*> (TID <*>,0.8695,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6155,Got assigned task 273,0.4864,14.64,33
208,Got assigned task 1277,partial,Got assigned task <*>,0.8867,Got assigned task 273,0.7603,Got assigned task 590,0.7233,14.54,33
209,Running task 37.0 in stage 27.0 (TID 1277),partial,Running task <*> in stage <*> (TID <*>,0.8681,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6214,Got assigned task 273,0.5058,14.89,33
210,Got assigned task 1278,partial,Got assigned task <*>,0.8634,Got assigned task 273,0.7322,Got assigned task 590,0.7147,14.53,33
211,Running task 38.0 in stage 27.0 (TID 1278),partial,Running task <*> in stage <*> (TID <*>,0.8683,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6387,Got assigned task 273,0.5117,14.68,33
212,Found block rdd_42_35 locally,partial,Found block rdd_<*> locally,0.9692,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6283,"Partition rdd_<*> not found, computing it",0.583,14.41,33
213,Found block rdd_42_37 locally,partial,Found block rdd_<*> locally,0.9759,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6236,"Partition rdd_<*> not found, computing it",0.5783,14.35,33
214,Found block rdd_42_38 locally,partial,Found block rdd_<*> locally,0.9754,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6275,"Partition rdd_<*> not found, computing it",0.5774,14.5,33
215,Found block rdd_42_36 locally,partial,Found block rdd_<*> locally,0.9779,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6358,"Partition rdd_<*> not found, computing it",0.5894,14.56,33
216,"Times: total = 41, boot = 11, init = 29, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9738,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.398,Reading broadcast variable <*> took <*> ms,0.263,15.02,33
217,Finished task 34.0 in stage 27.0 (TID 1274). 2128 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9486,Running task <*> in stage <*> (TID <*>,0.6562,Got assigned task 273,0.4826,15.01,33
218,Got assigned task 1279,partial,Got assigned task <*>,0.8954,Got assigned task 590,0.7269,Got assigned task 273,0.7247,13.97,33
219,Running task 39.0 in stage 27.0 (TID 1279),partial,Running task <*> in stage <*> (TID <*>,0.8728,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6205,Got assigned task 273,0.4846,14.52,33
220,Found block rdd_42_39 locally,partial,Found block rdd_<*> locally,0.9816,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6272,"Partition rdd_<*> not found, computing it",0.5807,14.33,33
221,"Times: total = 41, boot = 31, init = 9, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9756,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.3708,Got assigned task 273,0.2496,14.73,33
222,"Times: total = 39, boot = 27, init = 11, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.976,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.3918,Got assigned task 273,0.2638,14.87,33
223,Finished task 35.0 in stage 27.0 (TID 1275). 2430 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9415,Running task <*> in stage <*> (TID <*>,0.6568,Got assigned task 273,0.4709,14.99,33
224,"Times: total = 40, boot = 20, init = 19, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9711,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.3732,Reading broadcast variable <*> took <*> ms,0.248,14.95,33
225,Finished task 38.0 in stage 27.0 (TID 1278). 2882 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9566,Running task <*> in stage <*> (TID <*>,0.6339,Got assigned task 273,0.5042,15.18,33
226,"Times: total = 42, boot = 27, init = 14, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9773,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.3978,Got assigned task 273,0.2775,14.94,33
227,Finished task 37.0 in stage 27.0 (TID 1277). 2349 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9524,Running task <*> in stage <*> (TID <*>,0.6527,Got assigned task 273,0.4986,15.11,33
228,Finished task 36.0 in stage 27.0 (TID 1276). 2673 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9605,Running task <*> in stage <*> (TID <*>,0.6241,Got assigned task 273,0.5101,14.48,33
229,"Times: total = 39, boot = 17, init = 21, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9794,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.3966,Got assigned task 273,0.2747,14.46,33
230,Finished task 39.0 in stage 27.0 (TID 1279). 2267 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.964,Running task <*> in stage <*> (TID <*>,0.6272,Got assigned task 273,0.4971,15.72,33
231,Got assigned task 1280,partial,Got assigned task <*>,0.9037,Got assigned task 590,0.7831,Got assigned task 360,0.7441,14.63,33
232,Running task 0.0 in stage 28.0 (TID 1280),partial,Running task <*> in stage <*> (TID <*>,0.9404,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6548,Got assigned task 273,0.4349,14.67,33
233,Got assigned task 1281,partial,Got assigned task <*>,0.915,Got assigned task 590,0.7726,Got assigned task 360,0.7474,14.12,33
234,Running task 1.0 in stage 28.0 (TID 1281),partial,Running task <*> in stage <*> (TID <*>,0.9347,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6388,Got assigned task <*>,0.4634,14.68,33
235,Got assigned task 1282,partial,Got assigned task <*>,0.9086,Got assigned task 590,0.7596,Got assigned task 273,0.7589,14.33,33
236,Running task 2.0 in stage 28.0 (TID 1282),partial,Running task <*> in stage <*> (TID <*>,0.9126,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6511,Got assigned task <*>,0.4475,14.68,33
237,Got assigned task 1283,partial,Got assigned task <*>,0.9355,Got assigned task 273,0.7757,Got assigned task 590,0.7756,14.33,33
238,Running task 3.0 in stage 28.0 (TID 1283),partial,Running task <*> in stage <*> (TID <*>,0.9088,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.63,Got assigned task <*>,0.4455,14.55,33
239,Got assigned task 1284,partial,Got assigned task <*>,0.9275,Got assigned task 590,0.7709,Got assigned task 273,0.7649,14.42,33
240,Running task 4.0 in stage 28.0 (TID 1284),partial,Running task <*> in stage <*> (TID <*>,0.9017,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6104,Got assigned task <*>,0.4364,14.78,33
241,Started reading broadcast variable 39,partial,Started reading broadcast variable <*>,0.9653,Reading broadcast variable <*> took <*> ms,0.777,"Block broadcast_<*> stored as <*> in memory (estimated size <*> <*>, free <*> <*>)",0.5025,13.88,33
242,"Block broadcast_39_piece0 stored as bytes in memory (estimated size 5.4 <*>, free 859.1 <*>)",partial,"Block broadcast_<*> stored as <*> in memory (estimated size <*> <*>, free <*> <*>)",0.9694,Reading broadcast variable <*> took <*> ms,0.5146,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.4886,14.78,33
243,Reading broadcast variable 39 took 716 ms,partial,Reading broadcast variable <*> took <*> ms,0.9472,Started reading broadcast variable <*>,0.7714,"Block broadcast_<*> stored as <*> in memory (estimated size <*> <*>, free <*> <*>)",0.5392,14.57,33
244,"Block broadcast_39 stored as values in memory (estimated size 9.2 <*>, free 868.3 <*>)",partial,"Block broadcast_<*> stored as <*> in memory (estimated size <*> <*>, free <*> <*>)",0.9543,Reading broadcast variable <*> took <*> ms,0.5566,Started reading broadcast variable <*>,0.5191,15.24,33
245,Found block rdd_42_1 locally,partial,Found block rdd_<*> locally,0.9784,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6436,"Partition rdd_<*> not found, computing it",0.608,14.46,33
246,Found block rdd_42_4 locally,partial,Found block rdd_<*> locally,0.9726,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6323,"Partition rdd_<*> not found, computing it",0.6073,14.35,33
247,Found block rdd_42_3 locally,partial,Found block rdd_<*> locally,0.9738,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6197,"Partition rdd_<*> not found, computing it",0.6069,14.35,33
248,Found block rdd_42_2 locally,partial,Found block rdd_<*> locally,0.9775,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6383,"Partition rdd_<*> not found, computing it",0.6058,14.35,33
249,Found block rdd_42_0 locally,partial,Found block rdd_<*> locally,0.9793,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6528,"Partition rdd_<*> not found, computing it",0.6055,14.55,33
250,"Times: total = 39, boot = -790, init = 829, finish = 0",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9677,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.4132,Server created on <*>,0.3125,15.49,33
251,"Times: total = 38, boot = -784, init = 822, finish = 0",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9812,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.4112,Got assigned task 273,0.2854,15.21,33
252,"Times: total = 39, boot = -784, init = 823, finish = 0",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9797,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.4116,Server created on <*>,0.294,14.35,33
253,Finished task 4.0 in stage 28.0 (TID 1284). 2087 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9552,Running task <*> in stage <*> (TID <*>,0.6539,Got assigned task 273,0.4695,14.5,33
254,"Times: total = 41, boot = -768, init = 809, finish = 0",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9732,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.4066,Server created on <*>,0.3099,14.86,33
255,Finished task 2.0 in stage 28.0 (TID 1282). 2087 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9611,Running task <*> in stage <*> (TID <*>,0.6539,Got assigned task 273,0.4705,15.29,33
256,Finished task 3.0 in stage 28.0 (TID 1283). 2087 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9588,Running task <*> in stage <*> (TID <*>,0.6514,Got assigned task 273,0.4683,15.16,33
257,"Times: total = 49, boot = -793, init = 841, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9749,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.4141,Got assigned task 273,0.2882,14.77,33
258,Got assigned task 1285,partial,Got assigned task <*>,0.9387,Got assigned task 590,0.7773,Got assigned task 360,0.7616,14.35,33
259,Running task 5.0 in stage 28.0 (TID 1285),partial,Running task <*> in stage <*> (TID <*>,0.9104,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6222,Got assigned task <*>,0.4732,14.93,33
