log_id,normalised,match_type,top1_template,top1_score,top2_template,top2_score,top3_template,top3_score,latency_ms,store_size
128,"Times: total = 39, boot = 13, init = 25, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.98,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.3854,Running task <*> in stage <*> (TID <*>,0.2564,41.85,33
129,Found block rdd_42_20 locally,partial,Found block rdd_<*> locally,0.9811,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6463,"Partition rdd_<*> not found, computing it",0.5919,32.84,33
130,Got assigned task 1261,partial,Got assigned task <*>,0.9433,Got assigned task 590,0.7823,Got assigned task 273,0.7685,21.55,33
131,Running task 21.0 in stage 27.0 (TID 1261),partial,Running task <*> in stage <*> (TID <*>,0.9433,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6695,Got assigned task 273,0.496,20.71,33
132,Finished task 19.0 in stage 27.0 (TID 1259). 2517 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9641,Running task <*> in stage <*> (TID <*>,0.6296,Got assigned task 273,0.4784,42.87,33
133,Finished task 17.0 in stage 27.0 (TID 1257). 2128 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9668,Running task <*> in stage <*> (TID <*>,0.6302,Got assigned task 273,0.4879,80.34,33
134,"Times: total = 42, boot = 16, init = 25, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9842,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.388,Got assigned task 273,0.259,30.13,33
135,Finished task 18.0 in stage 27.0 (TID 1258). 2349 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.967,Running task <*> in stage <*> (TID <*>,0.662,Got assigned task 273,0.4847,23.62,33
136,Got assigned task 1262,partial,Got assigned task <*>,0.9261,Got assigned task 273,0.7813,Got assigned task 590,0.7564,32.34,33
137,Running task 22.0 in stage 27.0 (TID 1262),partial,Running task <*> in stage <*> (TID <*>,0.9315,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6632,Got assigned task 273,0.475,20.96,33
138,Got assigned task 1263,partial,Got assigned task <*>,0.9397,Got assigned task 273,0.78,Got assigned task 590,0.7649,26.92,33
139,Found block rdd_42_21 locally,partial,Found block rdd_<*> locally,0.9859,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6409,"Partition rdd_<*> not found, computing it",0.5983,24.84,33
140,Running task 23.0 in stage 27.0 (TID 1263),partial,Running task <*> in stage <*> (TID <*>,0.939,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6719,Got assigned task 273,0.4977,33.63,33
141,Got assigned task 1264,partial,Got assigned task <*>,0.9406,Got assigned task 273,0.775,Got assigned task 590,0.7668,25.6,33
142,Running task 24.0 in stage 27.0 (TID 1264),partial,Running task <*> in stage <*> (TID <*>,0.9456,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6592,Got assigned task <*>,0.4857,131.96,33
143,Found block rdd_42_22 locally,partial,Found block rdd_<*> locally,0.9789,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6327,"Partition rdd_<*> not found, computing it",0.5822,25.2,33
144,Found block rdd_42_24 locally,partial,Found block rdd_<*> locally,0.9857,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6271,"Partition rdd_<*> not found, computing it",0.5954,25.02,33
145,Found block rdd_42_23 locally,partial,Found block rdd_<*> locally,0.984,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6266,"Partition rdd_<*> not found, computing it",0.5875,24.99,33
146,"Times: total = 40, boot = 17, init = 22, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9844,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.3757,Reading broadcast variable <*> took <*> ms,0.2591,24.9,33
147,Finished task 20.0 in stage 27.0 (TID 1260). 2355 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9717,Running task <*> in stage <*> (TID <*>,0.6622,Got assigned task 273,0.4603,24.99,33
148,"Times: total = 41, boot = 19, init = 21, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9765,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.389,Reading broadcast variable <*> took <*> ms,0.2618,27.57,33
149,Got assigned task 1265,partial,Got assigned task <*>,0.9473,Got assigned task 590,0.7731,Got assigned task 273,0.7534,24.55,33
150,Running task 25.0 in stage 27.0 (TID 1265),partial,Running task <*> in stage <*> (TID <*>,0.9255,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6511,Got assigned task <*>,0.5002,32.67,33
151,Finished task 21.0 in stage 27.0 (TID 1261). 2486 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9769,Running task <*> in stage <*> (TID <*>,0.6458,Got assigned task 273,0.4769,24.79,33
152,"Times: total = 41, boot = 14, init = 25, finish = 2",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9804,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.3791,Reading broadcast variable <*> took <*> ms,0.2501,40.33,33
153,"Times: total = 41, boot = 11, init = 29, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9761,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.3993,Running task <*> in stage <*> (TID <*>,0.2652,25.13,33
154,Got assigned task 1266,partial,Got assigned task <*>,0.945,Got assigned task 273,0.7855,Got assigned task 590,0.7802,27.02,33
155,Running task 26.0 in stage 27.0 (TID 1266),partial,Running task <*> in stage <*> (TID <*>,0.9207,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6575,Got assigned task <*>,0.4914,23.6,33
156,"Times: total = 41, boot = 19, init = 21, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9768,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.3889,Reading broadcast variable <*> took <*> ms,0.2618,32.94,33
157,Found block rdd_42_25 locally,partial,Found block rdd_<*> locally,0.9837,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6337,"Partition rdd_<*> not found, computing it",0.584,25.87,33
158,Finished task 22.0 in stage 27.0 (TID 1262). 2171 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9514,Running task <*> in stage <*> (TID <*>,0.5834,Got assigned task 273,0.4914,31.28,33
159,Finished task 24.0 in stage 27.0 (TID 1264). 2592 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9768,Running task <*> in stage <*> (TID <*>,0.6325,Got assigned task 273,0.4979,25.79,33
160,Finished task 23.0 in stage 27.0 (TID 1263). 2385 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9742,Running task <*> in stage <*> (TID <*>,0.6262,Got assigned task 273,0.4927,31.91,33
161,Found block rdd_42_26 locally,partial,Found block rdd_<*> locally,0.9855,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6263,"Partition rdd_<*> not found, computing it",0.5821,24.25,33
162,Got assigned task 1267,partial,Got assigned task <*>,0.9455,Got assigned task 273,0.7837,Got assigned task 590,0.7732,25.05,33
163,Running task 27.0 in stage 27.0 (TID 1267),partial,Running task <*> in stage <*> (TID <*>,0.9329,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6622,Got assigned task 273,0.4833,24.93,33
164,Got assigned task 1268,partial,Got assigned task <*>,0.9602,Got assigned task 273,0.7998,Got assigned task 590,0.7893,31.6,33
165,Running task 28.0 in stage 27.0 (TID 1268),partial,Running task <*> in stage <*> (TID <*>,0.9257,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6706,Got assigned task 273,0.499,27.35,33
166,Got assigned task 1269,partial,Got assigned task <*>,0.954,Got assigned task 590,0.7863,Got assigned task 273,0.7648,27.47,33
167,Running task 29.0 in stage 27.0 (TID 1269),partial,Running task <*> in stage <*> (TID <*>,0.9156,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.655,Got assigned task 273,0.4695,31.55,33
168,Found block rdd_42_27 locally,partial,Found block rdd_<*> locally,0.9847,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6282,"Partition rdd_<*> not found, computing it",0.5962,45.55,33
169,Found block rdd_42_28 locally,partial,Found block rdd_<*> locally,0.9795,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6275,"Partition rdd_<*> not found, computing it",0.586,217.01,33
170,Found block rdd_42_29 locally,partial,Found block rdd_<*> locally,0.9753,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6271,"Partition rdd_<*> not found, computing it",0.5846,30.38,33
171,"Times: total = 42, boot = 14, init = 27, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9794,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.3979,Got assigned task 273,0.2757,32.51,33
172,"Times: total = 41, boot = 35, init = 5, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9767,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.3607,Got assigned task 273,0.2389,21.44,33
173,"Times: total = 41, boot = 34, init = 6, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9813,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.3679,Got assigned task 273,0.247,21.06,33
174,"Times: total = 42, boot = 34, init = 7, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9727,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.3832,Got assigned task 273,0.2678,21.78,33
175,Finished task 27.0 in stage 27.0 (TID 1267). 2182 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.974,Running task <*> in stage <*> (TID <*>,0.6163,Got assigned task 273,0.4877,33.25,33
176,Finished task 28.0 in stage 27.0 (TID 1268). 2349 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9765,Running task <*> in stage <*> (TID <*>,0.6232,Got assigned task 273,0.4793,24.9,33
177,Finished task 26.0 in stage 27.0 (TID 1266). 2267 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9735,Running task <*> in stage <*> (TID <*>,0.6078,Got assigned task 273,0.4866,24.84,33
178,Finished task 25.0 in stage 27.0 (TID 1265). 2355 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9744,Running task <*> in stage <*> (TID <*>,0.6234,Got assigned task 273,0.4747,24.81,33
179,Got assigned task 1270,partial,Got assigned task <*>,0.8787,Got assigned task 590,0.7032,Got assigned task 273,0.683,33.44,33
180,Running task 30.0 in stage 27.0 (TID 1270),partial,Running task <*> in stage <*> (TID <*>,0.8711,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.5963,Got assigned task <*>,0.4199,24.9,33
181,Got assigned task 1271,partial,Got assigned task <*>,0.8956,Got assigned task 590,0.704,Got assigned task 273,0.7012,24.92,33
182,Running task 31.0 in stage 27.0 (TID 1271),partial,Running task <*> in stage <*> (TID <*>,0.8891,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6166,Got assigned task <*>,0.4777,24.7,33
183,Got assigned task 1272,partial,Got assigned task <*>,0.8944,Got assigned task 273,0.7222,Got assigned task 590,0.6921,42.77,33
184,Running task 32.0 in stage 27.0 (TID 1272),partial,Running task <*> in stage <*> (TID <*>,0.8795,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.612,Got assigned task 273,0.4568,26.58,33
185,Got assigned task 1273,partial,Got assigned task <*>,0.9028,Got assigned task 273,0.7226,Got assigned task 590,0.6903,30.66,33
186,Running task 33.0 in stage 27.0 (TID 1273),partial,Running task <*> in stage <*> (TID <*>,0.8851,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6194,Got assigned task <*>,0.478,33.22,33
187,Found block rdd_42_31 locally,partial,Found block rdd_<*> locally,0.9821,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6324,"Partition rdd_<*> not found, computing it",0.5907,42.31,33
188,Found block rdd_42_32 locally,partial,Found block rdd_<*> locally,0.9788,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6496,"Partition rdd_<*> not found, computing it",0.5997,26.6,33
189,Found block rdd_42_33 locally,partial,Found block rdd_<*> locally,0.9806,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6228,"Partition rdd_<*> not found, computing it",0.5902,23.06,33
190,Found block rdd_42_30 locally,partial,Found block rdd_<*> locally,0.9832,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6361,"Partition rdd_<*> not found, computing it",0.5819,24.13,33
191,"Times: total = 108, boot = 28, init = 79, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9769,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.382,Reading broadcast variable <*> took <*> ms,0.2652,42.32,33
192,Finished task 29.0 in stage 27.0 (TID 1269). 2349 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9739,Running task <*> in stage <*> (TID <*>,0.6268,Got assigned task 273,0.4719,34.54,33
193,Got assigned task 1274,partial,Got assigned task <*>,0.9144,Got assigned task 273,0.726,Got assigned task 590,0.7053,33.36,33
194,Running task 34.0 in stage 27.0 (TID 1274),partial,Running task <*> in stage <*> (TID <*>,0.8992,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6267,Got assigned task <*>,0.4829,80.4,33
195,Found block rdd_42_34 locally,partial,Found block rdd_<*> locally,0.9812,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6334,"Partition rdd_<*> not found, computing it",0.586,35.04,33
196,"Times: total = 40, boot = -27, init = 66, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9878,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.4008,Got assigned task 273,0.2789,35.86,33
197,Finished task 31.0 in stage 27.0 (TID 1271). 2128 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.948,Running task <*> in stage <*> (TID <*>,0.6814,Got assigned task 273,0.4808,22.52,33
198,"Times: total = 42, boot = -28, init = 69, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9789,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.4092,Got assigned task 273,0.2953,16.3,33
199,"Times: total = 41, boot = -24, init = 64, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9701,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.4235,Got assigned task 273,0.2899,99.6,33
200,"Times: total = 41, boot = -15, init = 55, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9811,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.3852,Reading broadcast variable <*> took <*> ms,0.2563,28.09,33
201,Finished task 32.0 in stage 27.0 (TID 1272). 2801 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9303,Running task <*> in stage <*> (TID <*>,0.694,Got assigned task 273,0.472,16.56,33
202,Finished task 33.0 in stage 27.0 (TID 1273). 2592 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9641,Running task <*> in stage <*> (TID <*>,0.6703,Got assigned task 273,0.5003,36.01,33
203,Got assigned task 1275,partial,Got assigned task <*>,0.9349,Got assigned task 590,0.7156,Got assigned task 273,0.7153,30.17,33
204,Running task 35.0 in stage 27.0 (TID 1275),partial,Running task <*> in stage <*> (TID <*>,0.8846,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6161,Got assigned task <*>,0.4742,21.93,33
205,Finished task 30.0 in stage 27.0 (TID 1270). 2859 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9452,Running task <*> in stage <*> (TID <*>,0.6814,Got assigned task 273,0.4537,24.59,33
206,Got assigned task 1276,partial,Got assigned task <*>,0.9239,Got assigned task 273,0.7478,Got assigned task 590,0.7196,92.92,33
207,Running task 36.0 in stage 27.0 (TID 1276),partial,Running task <*> in stage <*> (TID <*>,0.8856,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.619,Got assigned task 273,0.4864,18.02,33
208,Got assigned task 1277,partial,Got assigned task <*>,0.9302,Got assigned task 273,0.7603,Got assigned task 590,0.7233,22.36,33
209,Running task 37.0 in stage 27.0 (TID 1277),partial,Running task <*> in stage <*> (TID <*>,0.8886,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6277,Got assigned task 273,0.5058,25.92,33
210,Got assigned task 1278,partial,Got assigned task <*>,0.9106,Got assigned task 273,0.7322,Got assigned task 590,0.7147,40.47,33
211,Running task 38.0 in stage 27.0 (TID 1278),partial,Running task <*> in stage <*> (TID <*>,0.8884,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6455,Got assigned task 273,0.5117,89.4,33
212,Found block rdd_42_35 locally,partial,Found block rdd_<*> locally,0.978,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6311,"Partition rdd_<*> not found, computing it",0.584,26.15,33
213,Found block rdd_42_37 locally,partial,Found block rdd_<*> locally,0.9836,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6262,"Partition rdd_<*> not found, computing it",0.5794,26.21,33
214,Found block rdd_42_38 locally,partial,Found block rdd_<*> locally,0.9833,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6302,"Partition rdd_<*> not found, computing it",0.5788,39.81,33
215,Found block rdd_42_36 locally,partial,Found block rdd_<*> locally,0.9833,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6382,"Partition rdd_<*> not found, computing it",0.5902,26.67,33
216,"Times: total = 41, boot = 11, init = 29, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9766,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.3995,Running task <*> in stage <*> (TID <*>,0.2661,24.59,33
217,Finished task 34.0 in stage 27.0 (TID 1274). 2128 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9564,Running task <*> in stage <*> (TID <*>,0.6754,Got assigned task 273,0.4826,25.9,33
218,Got assigned task 1279,partial,Got assigned task <*>,0.9323,Got assigned task 590,0.7269,Got assigned task 273,0.7247,39.94,33
219,Running task 39.0 in stage 27.0 (TID 1279),partial,Running task <*> in stage <*> (TID <*>,0.8912,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6259,Got assigned task 273,0.4846,29.36,33
220,Found block rdd_42_39 locally,partial,Found block rdd_<*> locally,0.9881,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6297,"Partition rdd_<*> not found, computing it",0.5818,21.83,33
221,"Times: total = 41, boot = 31, init = 9, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9779,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.3701,Got assigned task 273,0.2496,24.22,33
222,"Times: total = 39, boot = 27, init = 11, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9784,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.3932,Running task <*> in stage <*> (TID <*>,0.2692,42.88,33
223,Finished task 35.0 in stage 27.0 (TID 1275). 2430 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9487,Running task <*> in stage <*> (TID <*>,0.6772,Got assigned task 273,0.4709,21.45,33
224,"Times: total = 40, boot = 20, init = 19, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.974,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.3706,Reading broadcast variable <*> took <*> ms,0.2496,24.83,33
225,Finished task 38.0 in stage 27.0 (TID 1278). 2882 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9643,Running task <*> in stage <*> (TID <*>,0.653,Got assigned task 273,0.5042,28.81,33
226,"Times: total = 42, boot = 27, init = 14, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9799,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.3991,Got assigned task 273,0.2775,31.23,33
227,Finished task 37.0 in stage 27.0 (TID 1277). 2349 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.959,Running task <*> in stage <*> (TID <*>,0.6711,Got assigned task 273,0.4986,23.88,33
228,Finished task 36.0 in stage 27.0 (TID 1276). 2673 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9663,Running task <*> in stage <*> (TID <*>,0.6407,Got assigned task 273,0.5101,28.95,33
229,"Times: total = 39, boot = 17, init = 21, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.982,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.3959,Got assigned task 273,0.2747,25.86,33
230,Finished task 39.0 in stage 27.0 (TID 1279). 2267 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9698,Running task <*> in stage <*> (TID <*>,0.6438,Got assigned task 273,0.4971,103.31,33
231,Got assigned task 1280,partial,Got assigned task <*>,0.9034,Got assigned task 590,0.7831,Got assigned task 360,0.7441,25.03,33
232,Running task 0.0 in stage 28.0 (TID 1280),partial,Running task <*> in stage <*> (TID <*>,0.9473,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6535,Got assigned task <*>,0.4377,21.15,33
233,Got assigned task 1281,partial,Got assigned task <*>,0.9116,Got assigned task 590,0.7726,Got assigned task 360,0.7474,31.2,33
234,Running task 1.0 in stage 28.0 (TID 1281),partial,Running task <*> in stage <*> (TID <*>,0.942,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.638,Got assigned task <*>,0.4659,25.33,33
235,Got assigned task 1282,partial,Got assigned task <*>,0.9024,Got assigned task 590,0.7596,Got assigned task 273,0.7589,24.55,33
236,Running task 2.0 in stage 28.0 (TID 1282),partial,Running task <*> in stage <*> (TID <*>,0.9187,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.65,Got assigned task <*>,0.4477,24.77,33
237,Got assigned task 1283,partial,Got assigned task <*>,0.9289,Got assigned task 273,0.7757,Got assigned task 590,0.7756,34.43,33
238,Running task 3.0 in stage 28.0 (TID 1283),partial,Running task <*> in stage <*> (TID <*>,0.915,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6281,Got assigned task <*>,0.4448,33.03,33
239,Got assigned task 1284,partial,Got assigned task <*>,0.9218,Got assigned task 590,0.7709,Got assigned task 273,0.7649,24.2,33
240,Running task 4.0 in stage 28.0 (TID 1284),partial,Running task <*> in stage <*> (TID <*>,0.9053,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6081,Got assigned task <*>,0.4379,24.88,33
241,Started reading broadcast variable 39,partial,Started reading broadcast variable <*>,0.9702,Reading broadcast variable <*> took <*> ms,0.7813,"Block broadcast_<*> stored as <*> in memory (estimated size <*> <*>, free <*> <*>)",0.5046,34.27,33
242,"Block broadcast_39_piece0 stored as bytes in memory (estimated size 5.4 <*>, free 859.1 <*>)",partial,"Block broadcast_<*> stored as <*> in memory (estimated size <*> <*>, free <*> <*>)",0.9714,Reading broadcast variable <*> took <*> ms,0.5177,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.4902,33.13,33
243,Reading broadcast variable 39 took 716 ms,partial,Reading broadcast variable <*> took <*> ms,0.9517,Started reading broadcast variable <*>,0.7758,"Block broadcast_<*> stored as <*> in memory (estimated size <*> <*>, free <*> <*>)",0.5412,24.2,33
244,"Block broadcast_39 stored as values in memory (estimated size 9.2 <*>, free 868.3 <*>)",partial,"Block broadcast_<*> stored as <*> in memory (estimated size <*> <*>, free <*> <*>)",0.9569,Reading broadcast variable <*> took <*> ms,0.5602,Started reading broadcast variable <*>,0.5242,24.78,33
245,Found block rdd_42_1 locally,partial,Found block rdd_<*> locally,0.9835,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6456,"Partition rdd_<*> not found, computing it",0.6088,42.82,33
246,Found block rdd_42_4 locally,partial,Found block rdd_<*> locally,0.9768,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6343,"Partition rdd_<*> not found, computing it",0.608,23.5,33
247,Found block rdd_42_3 locally,partial,Found block rdd_<*> locally,0.9777,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6215,"Partition rdd_<*> not found, computing it",0.6076,83.59,33
248,Found block rdd_42_2 locally,partial,Found block rdd_<*> locally,0.9811,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.64,"Partition rdd_<*> not found, computing it",0.6065,21.39,33
249,Found block rdd_42_0 locally,partial,Found block rdd_<*> locally,0.9839,"Block rdd_<*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)",0.6547,"Partition rdd_<*> not found, computing it",0.6063,43.03,33
250,"Times: total = 39, boot = -790, init = 829, finish = 0",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9652,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.4118,Server created on <*>,0.3125,27.23,33
251,"Times: total = 38, boot = -784, init = 822, finish = 0",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9792,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.4096,Got assigned task 273,0.2854,33.03,33
252,"Times: total = 39, boot = -784, init = 823, finish = 0",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9779,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.4106,Server created on <*>,0.294,81.96,33
253,Finished task 4.0 in stage 28.0 (TID 1284). 2087 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9595,Running task <*> in stage <*> (TID <*>,0.6643,Got assigned task 273,0.4695,29.89,33
254,"Times: total = 41, boot = -768, init = 809, finish = 0",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.9711,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.4039,Server created on <*>,0.3099,21.69,33
255,Finished task 2.0 in stage 28.0 (TID 1282). 2087 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9661,Running task <*> in stage <*> (TID <*>,0.6655,Got assigned task 273,0.4705,24.36,33
256,Finished task 3.0 in stage 28.0 (TID 1283). 2087 bytes result sent to driver,partial,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.9637,Running task <*> in stage <*> (TID <*>,0.6634,Got assigned task 273,0.4683,24.93,33
257,"Times: total = 49, boot = -793, init = 841, finish = 1",partial,Times: total = <*> boot = <*> init = <*> finish = <*>,0.974,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.412,Got assigned task 273,0.2882,108.83,33
258,Got assigned task 1285,partial,Got assigned task <*>,0.9317,Got assigned task 590,0.7773,Got assigned task 360,0.7616,22.61,33
259,Running task 5.0 in stage 28.0 (TID 1285),partial,Running task <*> in stage <*> (TID <*>,0.9176,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,0.6202,Got assigned task <*>,0.4726,20.9,33
